Student,Block 0,Block 1,Block 2,Block 3,Block 4,Block 5,Block 6,Block 7
1656,SCIENCE 10 (Room 211),ADST-Technology Explorations 10 (Room 104),COMPOSITION 10 (Room 207B),SOCIAL STUDIES 10 (Room 205B),PHYSICAL AND HEALTH EDUCATION 10 Boys (Room Gym),FOUNDATIONS OF MATH AND PRE-CALCULUS 10 HONOURS (Room 210),Information and Communications Technologies 10 (Room 203),COMPUTER SCIENCE 11 (Room 203)
1657,Information and Communications Technologies 10 (Room 114),SOCIAL STUDIES 10 CHALLENGE (Room 122),DANCE FOUNDATIONS 10 (Room Studio),FOUNDATIONS OF MATH AND PRE-CALCULUS 10 CHALLENGE (Room 220),SCIENCE 10: CHALLENGE (Room 216),VISUAL ARTS: PHOTOGRAPHY 10 (Room 113),PHYSICAL AND HEALTH EDUCATION 10 Girls (Room Gym),COMPOSITION 10 Challenge (Room 207A)
1658,SCIENCE 10 (Room 226),SOCIAL STUDIES 10 (Room 222),COMPOSITION 10 (Room 207B),3D ANIMATION 12 (Room 114),FOUNDATIONS OF MATH AND PRE-CALCULUS 10 (Room 214),FRENCH 10 (Room 207B),PHYSICAL AND HEALTH EDUCATION 10 Girls (Room Gym),ADST – ENTREPRENEURSHIP AND MARKETING 10 (Room 208)
1659,ACCOUNTING 11 (Room 205A),SOCIAL STUDIES 10 (Room 121),PHYSICAL AND HEALTH EDUCATION 10 Girls (Room Gym),WORKPLACE MATHEMATICS 10 (Room 214),SCIENCE 10 (Room 227),ADST – FOOD STUDIES 10 (Room 206),INTRODUCTORY SPANISH 11 (Room 207B),EFP WRITING 10 (Room A-6)
1660,SCIENCE 10 (Room 211),SOCIAL STUDIES 10 (Room 123),ADST – DRAFTING 10 (Room 105),WORKPLACE MATHEMATICS 10 (Room 214),INSTRUMENTAL MUSIC: GUITAR 10 (Room 119),COMPOSITION 10 (Room A-3),VISUAL ARTS: PHOTOGRAPHY 10 (Room 113),PHYSICAL AND HEALTH EDUCATION 10 Boys (Room Gym)
1661,CAREER LIFE EDUCATION 10 (Room 104),SOCIAL STUDIES 10 (Room 222),EFP WRITING 10 (Room A-7),3D ANIMATION 12 (Room 114),ADST – ELECTRONICS AND ROBOTICS 10 (Room 104),FOUNDATIONS OF MATH AND PRE-CALCULUS 10 HONOURS (Room 210),SCIENCE 10 (Room 216),PHYSICAL AND HEALTH EDUCATION 10 Boys (Room Gym)
1662,PHYSICAL AND HEALTH EDUCATION 10 Football (Room Gym),SOCIAL STUDIES 10 (Room 222),ADST – POWER TECHNOLOGY 10 (Room 103),WORKPLACE MATHEMATICS 10 (Room 214),SCIENCE 10 (Room 219),COMPOSITION 10 (Room A-3),ADST – FOOD STUDIES 10 (Room 206),LEARNING STRATEGIES 10 (Room 108)
1663,FOUNDATIONS OF MATH AND PRE-CALCULUS 10 (Room 221),YOGA FOR MINDFULNESS 10 (Room Gym),COMPOSITION 10 (Room 207B),SOCIAL STUDIES 10 (Room 207A),ACCOUNTING 11 (Room A-2),ADST – FOOD STUDIES 10 (Room 206),ACTIVE LIVING 11 Girls (Room Gym),SCIENCE 10 (Room 223)
1664,unassigned,SOCIAL STUDIES 10 (Room 222),PHYSICAL AND HEALTH EDUCATION 10 (Room Gym),unassigned,ADST – DRAFTING 10 (Room 105),FOUNDATIONS OF MATH AND PRE-CALCULUS 10 HONOURS (Room 210),Information and Communications Technologies 10 (Room 114),SCIENCE 10 (Room 223)
1665,SCIENCE 10 (Room 211),SOCIAL STUDIES 10 (Room 205B),ADST-Technology Explorations 10 (Room 104),ADST – POWER TECHNOLOGY 10 (Room 103),PHYSICAL AND HEALTH EDUCATION 10 Boys (Room Gym),ADST – FOOD STUDIES 10 (Room 206),FOUNDATIONS OF MATH AND PRE-CALCULUS 10 (Room 210),EFP WRITING 10 (Room 205A)
1666,PRE-CALCULUS 11 (Room 106),SOCIAL STUDIES 10 CHALLENGE (Room 122),PHYSICAL AND HEALTH EDUCATION 10 (Room Gym),COMPOSITION 10 Challenge (Room A-3),INSTRUMENTAL MUSIC: GUITAR 10 (Room 119),ADST – MEDIA DESIGN 10 (Room 114),SCIENCE 10: CHALLENGE (Room 211),COMPUTER SCIENCE 11 (Room 203)
1667,SPANISH 10 (Room 123),SOCIAL STUDIES 10 CHALLENGE (Room 122),COMPUTER SCIENCE 11 (Room 203),FOUNDATIONS OF MATH AND PRE-CALCULUS 10 CHALLENGE (Room 220),SCIENCE 10: CHALLENGE (Room 216),PHYSICAL AND HEALTH EDUCATION 10 Boys (Room Gym),ADST – FOOD STUDIES 10 (Room 206),COMPOSITION 10 Challenge (Room 207A)
