Group / Section Info,Room-Sharing Groups,Sections
sim_201 (BLOCK 2) (ROOM 223) (24 STUDENTS) (1 SECTIONS),0 groups:,PHYSICS 12 (MPH--12---_4)
sim_173 (BLOCK 2) (ROOM 225) (20 STUDENTS) (1 SECTIONS),0 groups:,LIFE SCIENCES 11 (MLFSC11---_3)
sim_80 (BLOCK 2) (ROOM 226) (17 STUDENTS) (1 SECTIONS),0 groups:,ANATOMY AND PHYSIOLOGY 12 (MATPH12---_1)
sim_83 (BLOCK 2) (ROOM 227) (24 STUDENTS) (1 SECTIONS),0 groups:,ANATOMY AND PHYSIOLOGY 12 (MATPH12---_4)
sim_137 (BLOCK 2) (ROOM A-2) (17 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH FIRST PEOPLES 12 (MENFP12---_2)
sim_181 (BLOCK 2) (ROOM A-3) (22 STUDENTS) (1 SECTIONS),0 groups:,LITERARY STUDIES 11 Challenge (MLTST11C--_2)
sim_135 (BLOCK 2) (ROOM A-6) (12 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH 9 FOR ELL (MEN--09E--_1)
sim_182 (BLOCK 2) (ROOM A-7) (25 STUDENTS) (1 SECTIONS),0 groups:,LITERARY STUDIES 12 (MLTST12---_1)
sim_59 (BLOCK 2) (ROOM Gym) (30 STUDENTS) (4 SECTIONS),0 groups:,"PHYSICAL AND HEALTH EDUCATION 9 Yoga for Mindfulns (MPHE-09Y--_1), YOGA FOR MINDFULNESS 10 (YPA--0CX--_1), YOGA FOR MINDFULNESS 11 (YPA--1CX--_1), YOGA FOR MINDFULNESS 12 (YPA--2CX--_1)"
sim_81 (BLOCK 2) (ROOM NO ROOM FOUND) (18 STUDENTS) (1 SECTIONS),"6 groups: sim_117, sim_134, sim_158, sim_199, sim_227, sim_232",ANATOMY AND PHYSIOLOGY 12 (MATPH12---_2)
sim_117 (BLOCK 2) (ROOM NO ROOM FOUND) (25 STUDENTS) (1 SECTIONS),"6 groups: sim_81, sim_134, sim_158, sim_199, sim_227, sim_232",COMPOSITION 11 (MCMPS11---_6)
sim_134 (BLOCK 2) (ROOM NO ROOM FOUND) (15 STUDENTS) (1 SECTIONS),"6 groups: sim_81, sim_117, sim_158, sim_199, sim_227, sim_232",ENGLISH LANGUAGE ARTS 9 CHALLENGE (MEN--09C--_2)
sim_158 (BLOCK 2) (ROOM NO ROOM FOUND) (0 STUDENTS) (1 SECTIONS),"6 groups: sim_81, sim_117, sim_134, sim_199, sim_227, sim_232",FOUNDATIONS OF MATH AND PRE-CALCULUS 10 CHALLENGE (MFMP-10C--_1)
sim_199 (BLOCK 2) (ROOM NO ROOM FOUND) (17 STUDENTS) (1 SECTIONS),"6 groups: sim_81, sim_117, sim_134, sim_158, sim_227, sim_232",PHYSICS 12 (MPH--12---_2)
sim_227 (BLOCK 2) (ROOM NO ROOM FOUND) (12 STUDENTS) (1 SECTIONS),"6 groups: sim_81, sim_117, sim_134, sim_158, sim_199, sim_232",SCIENCE 10: CHALLENGE (MSC--10C--_1)
sim_232 (BLOCK 2) (ROOM NO ROOM FOUND) (30 STUDENTS) (1 SECTIONS),"6 groups: sim_81, sim_117, sim_134, sim_158, sim_199, sim_227",SOCIAL STUDIES 9 (MSS--09---_2)
sim_21 (BLOCK 3) (ROOM 101) (24 STUDENTS) (4 SECTIONS),0 groups:,"ADST - Woodwork 9 (MADW-09---_1), ADST – WOODWORK 10 (MWWK-10---_1), WOODWORK 11 (MWWK-11---_1), WOODWORK 12 (MWWK-12---_1)"
sim_67 (BLOCK 3) (ROOM 103) (30 STUDENTS) (2 SECTIONS),0 groups:,"ADST – POWER TECHNOLOGY 10 (MTPOW10---_2), TECH ED 9: MECHANICS LD (XLDCB09M--_2)"
sim_217 (BLOCK 3) (ROOM 106) (29 STUDENTS) (1 SECTIONS),0 groups:,PRE-CALCULUS 12 (MPREC12---_6)
sim_129 (BLOCK 3) (ROOM 107) (30 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH LANGUAGE ARTS 9 (MEN--09---_3)
sim_268 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_273, sim_276, sim_281, sim_282, sim_283, sim_287, sim_300, sim_303, sim_305, sim_306, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 9 LD (XLDCB09LS-_8)
sim_273 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_276, sim_281, sim_282, sim_283, sim_287, sim_300, sim_303, sim_305, sim_306, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 9 LD (XLDCB09LS-_13)
sim_276 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_281, sim_282, sim_283, sim_287, sim_300, sim_303, sim_305, sim_306, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 9 LD (XLDCB09LS-_16)
sim_281 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_282, sim_283, sim_287, sim_300, sim_303, sim_305, sim_306, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 10 (YED--0AX--_4)
sim_282 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_283, sim_287, sim_300, sim_303, sim_305, sim_306, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 10 (YED--0AX--_5)
sim_283 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_287, sim_300, sim_303, sim_305, sim_306, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 10 (YED--0AX--_6)
sim_287 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_283, sim_300, sim_303, sim_305, sim_306, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 10 (YED--0AX--_10)
sim_300 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_283, sim_287, sim_303, sim_305, sim_306, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 11 (YED--1DX--_1)
sim_303 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_283, sim_287, sim_300, sim_305, sim_306, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 11 (YED--1DX--_4)
sim_305 (BLOCK 3) (ROOM 108) (4 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_283, sim_287, sim_300, sim_303, sim_306, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 11 (YED--1DX--_6)
sim_306 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_283, sim_287, sim_300, sim_303, sim_305, sim_310, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 11 (YED--1DX--_7)
sim_310 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_283, sim_287, sim_300, sim_303, sim_305, sim_306, sim_315, sim_320, sim_339, sim_365",LEARNING STRATEGIES 11 (YED--1DX--_11)
sim_315 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_283, sim_287, sim_300, sim_303, sim_305, sim_306, sim_310, sim_320, sim_339, sim_365",LEARNING STRATEGIES 11 (YED--1DX--_16)
sim_320 (BLOCK 3) (ROOM 108) (1 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_283, sim_287, sim_300, sim_303, sim_305, sim_306, sim_310, sim_315, sim_339, sim_365",LEARNING STRATEGIES 11 LINEAR (YED--1DX-L_3)
sim_339 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_283, sim_287, sim_300, sim_303, sim_305, sim_306, sim_310, sim_315, sim_320, sim_365",LEARNING STRATEGIES 12 LINEAR (YED--2CX-L_1)
sim_365 (BLOCK 3) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"15 groups: sim_268, sim_273, sim_276, sim_281, sim_282, sim_283, sim_287, sim_300, sim_303, sim_305, sim_306, sim_310, sim_315, sim_320, sim_339",LEARNING STRATEGIES 9 LD LINEAR (XLDCB09LSL_4)
sim_267 (BLOCK 3) (ROOM 109) (6 STUDENTS) (1 SECTIONS),"2 groups: sim_314, sim_321",LEARNING STRATEGIES 9 LD (XLDCB09LS-_7)
sim_314 (BLOCK 3) (ROOM 109) (0 STUDENTS) (1 SECTIONS),"2 groups: sim_267, sim_321",LEARNING STRATEGIES 11 (YED--1DX--_15)
sim_321 (BLOCK 3) (ROOM 109) (0 STUDENTS) (1 SECTIONS),"2 groups: sim_267, sim_314",LEARNING STRATEGIES 11 LINEAR (YED--1DX-L_4)
sim_351 (BLOCK 3) (ROOM 119) (10 STUDENTS) (1 SECTIONS),0 groups:,INSTRUMENTAL MUSIC 11: GUITAR (MIMG-11---_1)
sim_169 (BLOCK 3) (ROOM 121) (15 STUDENTS) (1 SECTIONS),0 groups:,CONTEMPORARY INDIGENOUS STUDIES 12 CHALLENGE (MINST12C--_1)
sim_366 (BLOCK 3) (ROOM 122) (11 STUDENTS) (1 SECTIONS),0 groups:,BEGINNERS ELL 10 (YESFL0AX--_1)
sim_153 (BLOCK 3) (ROOM 123) (24 STUDENTS) (1 SECTIONS),0 groups:,ENVIRONMENTAL SCIENCE 12 - CLIMATE CHANGE (MEVSC12C--_1)
sim_105 (BLOCK 3) (ROOM 201) (12 STUDENTS) (1 SECTIONS),0 groups:,CAREER LIFE EDUCATION 10 Linear (MCLE-10--L_1)
sim_110 (BLOCK 3) (ROOM 205A) (15 STUDENTS) (1 SECTIONS),0 groups:,COMPOSITION 10 Challenge (MCMPS10C--_1)
sim_170 (BLOCK 3) (ROOM 205B) (25 STUDENTS) (1 SECTIONS),0 groups:,CONTEMPORARY INDIGENOUS STUDIES 12 CHALLENGE (MINST12C--_2)
sim_130 (BLOCK 3) (ROOM 207A) (30 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH LANGUAGE ARTS 9 (MEN--09---_4)
sim_139 (BLOCK 3) (ROOM 207B) (9 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH FIRST PEOPLES 12 Year (MENFP12--Y_1)
sim_215 (BLOCK 3) (ROOM 209) (23 STUDENTS) (1 SECTIONS),0 groups:,PRE-CALCULUS 12 (MPREC12---_4)
sim_213 (BLOCK 3) (ROOM 210) (20 STUDENTS) (1 SECTIONS),0 groups:,PRE-CALCULUS 12 (MPREC12---_2)
sim_228 (BLOCK 3) (ROOM 211) (12 STUDENTS) (1 SECTIONS),0 groups:,SCIENCE 10: CHALLENGE (MSC--10C--_2)
sim_212 (BLOCK 3) (ROOM 212) (24 STUDENTS) (1 SECTIONS),0 groups:,PRE-CALCULUS 12 (MPREC12---_1)
sim_214 (BLOCK 3) (ROOM 214) (22 STUDENTS) (1 SECTIONS),0 groups:,PRE-CALCULUS 12 (MPREC12---_3)
sim_89 (BLOCK 3) (ROOM 219) (13 STUDENTS) (1 SECTIONS),0 groups:,CHEMISTRY 11 (MCH--11---_2)
sim_155 (BLOCK 3) (ROOM 220) (30 STUDENTS) (1 SECTIONS),0 groups:,FOUNDATIONS OF MATH AND PRE-CALCULUS 10 (MFMP-10---_2)
sim_218 (BLOCK 3) (ROOM 221) (25 STUDENTS) (1 SECTIONS),0 groups:,PRE-CALCULUS 12 HONOURS (MPREC12H--_1)
sim_111 (BLOCK 3) (ROOM 222) (18 STUDENTS) (1 SECTIONS),0 groups:,COMPOSITION 10 Challenge (MCMPS10C--_2)
sim_90 (BLOCK 3) (ROOM 223) (18 STUDENTS) (1 SECTIONS),0 groups:,CHEMISTRY 11 (MCH--11---_3)
sim_88 (BLOCK 3) (ROOM 225) (19 STUDENTS) (1 SECTIONS),0 groups:,CHEMISTRY 11 (MCH--11---_1)
sim_91 (BLOCK 3) (ROOM 226) (20 STUDENTS) (1 SECTIONS),0 groups:,CHEMISTRY 11 (MCH--11---_4)
sim_92 (BLOCK 3) (ROOM 227) (22 STUDENTS) (1 SECTIONS),0 groups:,CHEMISTRY 11 (MCH--11---_5)
sim_29 (BLOCK 3) (ROOM A-1) (30 STUDENTS) (4 SECTIONS),0 groups:,"DRAMA 9 (MDR--09---_1), DRAMA 10 (MDRM-10---_1), DRAMA 11 (MDRM-11---_1), DRAMA 12 (MDRM-12---_1)"
sim_238 (BLOCK 3) (ROOM A-3) (30 STUDENTS) (1 SECTIONS),0 groups:,SOCIAL STUDIES 9 CHALLENGE (MSS--09C--_1)
sim_75 (BLOCK 3) (ROOM A-6) (15 STUDENTS) (1 SECTIONS),0 groups:,AP ENGLISH LITERATURE & COMPOSITION 12 (AELC-12---_1)
sim_203 (BLOCK 3) (ROOM Gym) (15 STUDENTS) (1 SECTIONS),0 groups:,PHYSICAL AND HEALTH EDUCATION 9 Linear (MPHE-09--L_2)
sim_66 (BLOCK 3) (ROOM NO ROOM FOUND) (30 STUDENTS) (2 SECTIONS),0 groups:,"ADST – POWER TECHNOLOGY 10 (MTPOW10---_1), TECH ED 9: MECHANICS LD (XLDCB09M--_1)"
sim_12 (BLOCK 4) (ROOM 104) (30 STUDENTS) (4 SECTIONS),0 groups:,"ADST 9 - General Explorations (Modules) (MADGE09---_1), ENGINEERING 11 (MENR-11---_1), ENGINEERING 12 (MENR-12---_1), ADST-Technology Explorations 10 (MTEXP10---_1)"
sim_14 (BLOCK 4) (ROOM 105) (30 STUDENTS) (4 SECTIONS),0 groups:,"ADST 9 - General Explorations (Modules) (MADGE09---_3), ENGINEERING 11 (MENR-11---_3), ENGINEERING 12 (MENR-12---_3), ADST-Technology Explorations 10 (MTEXP10---_3)"
sim_156 (BLOCK 4) (ROOM 106) (30 STUDENTS) (1 SECTIONS),0 groups:,FOUNDATIONS OF MATH AND PRE-CALCULUS 10 (MFMP-10---_3)
sim_114 (BLOCK 4) (ROOM 107) (30 STUDENTS) (1 SECTIONS),0 groups:,COMPOSITION 11 (MCMPS11---_3)
sim_250 (BLOCK 4) (ROOM 114) (24 STUDENTS) (1 SECTIONS),0 groups:,Information and Communications Technologies 10 (MWBDV10IT-_1)
sim_149 (BLOCK 4) (ROOM 121) (28 STUDENTS) (1 SECTIONS),0 groups:,EXPLORATIONS IN SOCIAL STUDIES 11 (MEPSS11---_3)
sim_142 (BLOCK 4) (ROOM 122) (25 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH STUDIES 12 (MENST12---_3)
sim_0 (BLOCK 4) (ROOM 203) (24 STUDENTS) (3 SECTIONS),0 groups:,"AP COMPUTER SCIENCE A 12 (ACSC-2A---_1), COMPUTER SCIENCE 11 (MMACS11---_1), COMPUTER SCIENCE 12 (MMACS12---_1)"
sim_115 (BLOCK 4) (ROOM 205B) (30 STUDENTS) (1 SECTIONS),0 groups:,COMPOSITION 11 (MCMPS11---_4)
sim_36 (BLOCK 4) (ROOM 206) (30 STUDENTS) (2 SECTIONS),1 groups: sim_165,"FOOD STUDIES 11 (MFOOD11---_4), FOOD STUDIES 12 (MFOOD12---_4)"
sim_165 (BLOCK 4) (ROOM 206) (30 STUDENTS) (1 SECTIONS),1 groups: sim_36,ADST – FOOD STUDIES 10 (MFOOD10---_3)
sim_119 (BLOCK 4) (ROOM 207B) (30 STUDENTS) (1 SECTIONS),0 groups:,COMPOSITION 11 (MCMPS11---_8)
sim_106 (BLOCK 4) (ROOM 209) (30 STUDENTS) (1 SECTIONS),0 groups:,COMPARATIVE CULTURES 12 (MCMCL12---_1)
sim_216 (BLOCK 4) (ROOM 210) (28 STUDENTS) (1 SECTIONS),0 groups:,PRE-CALCULUS 12 (MPREC12---_5)
sim_157 (BLOCK 4) (ROOM 212) (30 STUDENTS) (1 SECTIONS),0 groups:,FOUNDATIONS OF MATH AND PRE-CALCULUS 10 (MFMP-10---_4)
sim_87 (BLOCK 4) (ROOM 214) (30 STUDENTS) (1 SECTIONS),0 groups:,CALCULUS 12 (MCALC12---_3)
sim_154 (BLOCK 4) (ROOM 221) (26 STUDENTS) (1 SECTIONS),0 groups:,FOUNDATIONS OF MATH AND PRE-CALCULUS 10 (MFMP-10---_1)
sim_120 (BLOCK 4) (ROOM 222) (30 STUDENTS) (1 SECTIONS),0 groups:,COMPOSITION 11 (MCMPS11---_9)
sim_200 (BLOCK 4) (ROOM 226) (24 STUDENTS) (1 SECTIONS),0 groups:,PHYSICS 12 (MPH--12---_3)
sim_168 (BLOCK 4) (ROOM A-2) (24 STUDENTS) (1 SECTIONS),0 groups:,CONTEMPORARY INDIGENOUS STUDIES 12 (MINST12---_2)
sim_140 (BLOCK 4) (ROOM A-3) (16 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH STUDIES 12 (MENST12---_1)
sim_144 (BLOCK 4) (ROOM A-6) (29 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH STUDIES 12 (MENST12---_5)
sim_18 (BLOCK 4) (ROOM A-7) (30 STUDENTS) (4 SECTIONS),0 groups:,"ADST - Textiles 9 (MADT-09---_2), TEXTILES 10 (MTXT-10---_2), TEXTILES 11 (MTXT-11---_2), TEXTILES 12 (MTXT-12---_2)"
sim_17 (BLOCK 4) (ROOM NO ROOM FOUND) (30 STUDENTS) (4 SECTIONS),"5 groups: sim_19, sim_20, sim_251, sim_252, sim_253","ADST - Textiles 9 (MADT-09---_1), TEXTILES 10 (MTXT-10---_1), TEXTILES 11 (MTXT-11---_1), TEXTILES 12 (MTXT-12---_1)"
sim_19 (BLOCK 4) (ROOM NO ROOM FOUND) (30 STUDENTS) (4 SECTIONS),"5 groups: sim_17, sim_20, sim_251, sim_252, sim_253","ADST - Textiles 9 (MADT-09---_3), TEXTILES 10 (MTXT-10---_3), TEXTILES 11 (MTXT-11---_3), TEXTILES 12 (MTXT-12---_3)"
sim_20 (BLOCK 4) (ROOM NO ROOM FOUND) (30 STUDENTS) (4 SECTIONS),"5 groups: sim_17, sim_19, sim_251, sim_252, sim_253","ADST - Textiles 9 (MADT-09---_4), TEXTILES 10 (MTXT-10---_4), TEXTILES 11 (MTXT-11---_4), TEXTILES 12 (MTXT-12---_4)"
sim_251 (BLOCK 4) (ROOM NO ROOM FOUND) (24 STUDENTS) (1 SECTIONS),"5 groups: sim_17, sim_19, sim_20, sim_252, sim_253",Information and Communications Technologies 10 (MWBDV10IT-_2)
sim_252 (BLOCK 4) (ROOM NO ROOM FOUND) (24 STUDENTS) (1 SECTIONS),"5 groups: sim_17, sim_19, sim_20, sim_251, sim_253",Information and Communications Technologies 10 (MWBDV10IT-_3)
sim_253 (BLOCK 4) (ROOM NO ROOM FOUND) (24 STUDENTS) (1 SECTIONS),"5 groups: sim_17, sim_19, sim_20, sim_251, sim_252",Information and Communications Technologies 10 (MWBDV10IT-_4)
sim_9 (BLOCK 5) (ROOM 105) (30 STUDENTS) (4 SECTIONS),0 groups:,"ADST - Drafting 9 (MADD-09---_4), ADST – DRAFTING 10 (MTDRF10---_4), DRAFTING 11 (MTDRF11---_4), DRAFTING 12 (MTDRF12---_4)"
sim_189 (BLOCK 5) (ROOM 106) (16 STUDENTS) (1 SECTIONS),0 groups:,MATHEMATICS 9 HONOURS (MMA--09H--_1)
sim_78 (BLOCK 5) (ROOM 107) (24 STUDENTS) (1 SECTIONS),0 groups:,ADST – ENTREPRENEURSHIP AND MARKETING 10 (MADEM10---_1)
sim_261 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 9 LD (XLDCB09LS-_1)
sim_264 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 9 LD (XLDCB09LS-_4)
sim_265 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 9 LD (XLDCB09LS-_5)
sim_266 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 9 LD (XLDCB09LS-_6)
sim_274 (BLOCK 5) (ROOM 108) (5 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 9 LD (XLDCB09LS-_14)
sim_275 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 9 LD (XLDCB09LS-_15)
sim_277 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 9 LD (XLDCB09LS-_17)
sim_278 (BLOCK 5) (ROOM 108) (6 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 10 (YED--0AX--_1)
sim_280 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 10 (YED--0AX--_3)
sim_284 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 10 (YED--0AX--_7)
sim_286 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 10 (YED--0AX--_9)
sim_288 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_290, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 10 (YED--0AX--_11)
sim_290 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_291, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 10 (YED--0AX--_13)
sim_291 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_293, sim_322, sim_333, sim_334",LEARNING STRATEGIES 10 (YED--0AX--_14)
sim_293 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_322, sim_333, sim_334",LEARNING STRATEGIES 10 (YED--0AX--_16)
sim_322 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_333, sim_334",LEARNING STRATEGIES 12 (YED--2CX--_1)
sim_333 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_334",LEARNING STRATEGIES 12 (YED--2CX--_12)
sim_334 (BLOCK 5) (ROOM 108) (0 STUDENTS) (1 SECTIONS),"17 groups: sim_261, sim_264, sim_265, sim_266, sim_274, sim_275, sim_277, sim_278, sim_280, sim_284, sim_286, sim_288, sim_290, sim_291, sim_293, sim_322, sim_333",LEARNING STRATEGIES 12 (YED--2CX--_13)
sim_262 (BLOCK 5) (ROOM 109) (0 STUDENTS) (1 SECTIONS),"5 groups: sim_263, sim_269, sim_270, sim_271, sim_272",LEARNING STRATEGIES 9 LD (XLDCB09LS-_2)
sim_263 (BLOCK 5) (ROOM 109) (0 STUDENTS) (1 SECTIONS),"5 groups: sim_262, sim_269, sim_270, sim_271, sim_272",LEARNING STRATEGIES 9 LD (XLDCB09LS-_3)
sim_269 (BLOCK 5) (ROOM 109) (0 STUDENTS) (1 SECTIONS),"5 groups: sim_262, sim_263, sim_270, sim_271, sim_272",LEARNING STRATEGIES 9 LD (XLDCB09LS-_9)
sim_270 (BLOCK 5) (ROOM 109) (0 STUDENTS) (1 SECTIONS),"5 groups: sim_262, sim_263, sim_269, sim_271, sim_272",LEARNING STRATEGIES 9 LD (XLDCB09LS-_10)
sim_271 (BLOCK 5) (ROOM 109) (0 STUDENTS) (1 SECTIONS),"5 groups: sim_262, sim_263, sim_269, sim_270, sim_272",LEARNING STRATEGIES 9 LD (XLDCB09LS-_11)
sim_272 (BLOCK 5) (ROOM 109) (0 STUDENTS) (1 SECTIONS),"5 groups: sim_262, sim_263, sim_269, sim_270, sim_271",LEARNING STRATEGIES 9 LD (XLDCB09LS-_12)
sim_45 (BLOCK 5) (ROOM 114) (24 STUDENTS) (3 SECTIONS),0 groups:,"ADST – MEDIA DESIGN 10 (MMEDD10---_1), MEDIA DESIGN 11 (MMEDD11---_1), MEDIA DESIGN 12 (MMEDD12---_1)"
sim_148 (BLOCK 5) (ROOM 121) (15 STUDENTS) (1 SECTIONS),0 groups:,EXPLORATIONS IN SOCIAL STUDIES 11 (MEPSS11---_2)
sim_32 (BLOCK 5) (ROOM 122) (30 STUDENTS) (2 SECTIONS),0 groups:,"ENTREPRENEURSHIP 12 (MENT-12---_1), MARKETING AND PROMOTION 11 (MMAP-11---_1)"
sim_118 (BLOCK 5) (ROOM 123) (21 STUDENTS) (1 SECTIONS),0 groups:,COMPOSITION 11 (MCMPS11---_7)
