Student,Block 0,Block 1,Block 2,Block 3,Block 4,Block 5,Block 6,Block 7
1135,,MWWK-12---,MTAUT12---,,,MENST12---,MCMPR11AI-,MCLC-12--L
1136,YED--2FX-L,MWH--12---,MVAPH12---,MPREC12---,,,MCMCL12---,MATPH12---
1137,YLRA-2AX-L,PBB--2H,,MPREC12---,MLST-12---,,MEC--12---,MACC-12---
1138,,YCPA-2AX-L,,MPREC12---,MLST-12---,MENST12---,,MCALC12---
1139,YLRA-2AX-L,,,MPREC12H--,MLTST12---,MENR-12---,,AELC-12---
1140,YHRA-2AX--,,,,,MFOOD12---,MDRM-12---,MACLV12---
1141,YED--2FX-L,YCPA-2AXE-,,MPREC12---,,MENST12C--,MEC--12---,ACAL-12---
1142,,PBB--2H,,MPREC11---,,,MECOM12---,MAC--11---
1143,YHRA-2AX--,,MTAUT12---,,,MENST12---,,MACLV12---
1144,,,MTDRF12---,MPREC12---,MPH--12---,MENR-12---,MENFP12---,ACAL-12---
1145,,,,,MPGEO12---,MEVSC12C--,MENFP12---,MATPH12---
1146,YED--2CX--,,,MSJ--12---,,MEVSC11---,MDCF-12---,MCLC-12--L
1147,YED--2FX-L,MWH--12---,MTAUT12---,,,MENST12---,MCMCL12---,MATPH12---
1148,YED--2DX-L,,MTAUT12---,MPREC12---,,MINST12---,MDNC-12--L,MCALC12---
1149,YED--2FX-L,,,MSJ--12---,,MENST12---,,MATPH12---
1150,,,MVAST12---,MPREC12---,MLST-12---,MFOOD12---,,MCALC12---
1151,,,,,,,MENFP12---,MACLV12G--
1152,YED--2CX--,,MTAUT12---,MPREC12---,MLST-12---,,MENFP12---,MATPH12---
1153,YLRA-2AX-L,,,MPREC11---,,MENST12---,MEC--12---,MCLC-12--L
1154,,MWH--12---,,MPREC12---,MPGEO12---,MENST12---,,MACC-12---
1155,YLAW-2CX--,,,MSJ--12---,,MINST12---,MDNC-12--L,MCLC-12--L
1156,YPA--2CX--,,MTXT-12---,MSJ--12---,MLST-12---,MENST12---,MCMCL12---,MCLC-12--L
1157,YED--2DX-L,YCPA-2AX-L,MTAUT12---,MPREC12---,MLTST12---,,,AELC-12---
1158,YED--2FX-L,,MVAST12---,MSJ--12---,MLTST12---,MIMCB12--L,,AELC-12---
1159,,MWPM-11---,MTROB12---,,,MFOOD12---,MDMD-12D--,
1160,,MWWK-12---,MTAUT12---,MPREC12---,MPH--11---,,MENFP12---,MATPH12---
1161,,,,MSP--12---,MLFSC11---,MEPSS11---,MCMPS11---,MACLV12---
1162,,MWH--12---,,MPREC12---,,MENST12---,MCMCL12---,MACLV12---
1163,,,,MPREC12---,,MENST12---,,MATPH12---
1164,,,MTAUT12---,MPREC12---,MMUOR12S-L,MENR-12---,MEC--12---,MCALC12---
1165,,,,MSJ--12---,,MFOOD12---,MENFP12---,MCLC-12---
1166,YED--2FX-L,,MTAUT12---,,MMACS11---,MENST12---,,ACAL-12---
1167,YED--2CX--,MWEX-2A--L,,,,MENST12---,,MACLV12---
1168,,,,MPREC12---,MPH--12---,MENST12---,,MCALC12---
1169,YED--2DX-L,,,,MMACS12---,,MDMD-12D--,APHM-12---
1170,YLAW-2CX--,,MTDRF12---,,,MENR-12---,,MCH--12---
1171,YED--2CX--,,,MPREC11---,MLFSC11---,MENST12---,MCMPS11---,MCH--11---
1172,,,MTXT-12---,MPREC12---,MLTST12---,MEVSC12C--,,AELC-12---
1173,YED--2FX-L,,MTAUT12---,MPREC12---,MPH--12---,,MENFP12---,MAC--11---
1174,,MWH--12---,,MPREC12---,MPH--11---,MENR-12---,,MCALC12---
1175,,MWH--12---,MVAPH11---,,,MENST12---,,
1176,,YCPA-2AX-L,,MPREC12---,MLST-12---,,MENFP12---,MATPH12---
1177,,YCPA-2AX-L,,MPREC12---,MLST-12---,MENST12---,MCMCL12---,MCH--12---
1178,,,MTXT-12---,MPREC12---,MPH--12---,MENST12---,,MATPH12---
1179,YPSYC1AX--,YCPA-2AX-L,,,,MFOM-11---,MCMCL12---,MCLC-12--L
1180,,,,MPREC12---,MPH--12---,MENST12---,,
1181,YPSYC1AX--,MWH--12---,MVAST12---,,,MENST12---,MDRM-12---,MCLC-12--L
1182,,,,MPREC12---,MPH--11---,MENST12---,,MCALC12---
1183,YPA--2CX--,,,MPREC12---,,MENST12---,MDNC-12--L,MCALC12---
1184,YHRA-2AX--,,MTAUT12---,,,MENST12---,,MCLC-12--L
1185,,,,MPREC11---,,MFOOD11---,MCMPS11---,
1186,,MWH--12---,MTDRF12---,MPREC12---,MPH--11---,MEVSC12C--,MDRM-12---,MCLC-12--L
1187,,,,,,MEPSS11---,MENFP12---,MCLC-12---
1188,,,,MPREC12---,MLST-12---,,MENFP12---,MCALC12---
1189,YED--2FX-L,MWEX-2A--L,MTAUT12---,MPREC12---,MLST-12---,MENST12---,,MCH--12---
1190,YLAW-2CX--,MWH--12---,,MPREC12---,,MENST12---,,MACLV12---
1191,,,MTAUT12---,,MLST-12---,MEVSC11---,MENFP12---,MCLC-12--L
1192,YPSYC1AX--,,MVAST12---,,,MENST12---,MDRM-12---,MBSP-11---
1193,YED--2FX-L,,,MPREC12---,MPH--11---,MENST12---,,MATPH12---
1194,,,,MPREC12---,,MENR-12---,,MATPH12---
1195,YESFL1CX--,MWH--12---,,MPREC12---,,,MCMCL12---,MCLC-12--L
1196,YED--2FX-L,YCPA-2AX-L,,MPREC12---,MLST-12---,MENR-12---,MCMPR12AI-,MCLC-12--L
1197,,,,MPREC12---,MPH--12---,MFOOD12---,MDNC-12--L,MATPH12---
1198,YPA--2CX--,,,MSJ--12---,,MENST12---,MDNC-12--L,MATPH12---
1199,YLAW-2CX--,PBB--2H,MTAUT12---,MPREC12---,,,MEC--12---,MCH--12---
1200,YED--2FX-L,,,,MPH--12---,MENST12---,,ASTA-12---
1201,,,,MPREC12---,MPH--12---,,MENFP12---,MACLV12---
1202,,,MTXT-12---,MPREC12---,,MENST12---,,MATPH12---
1203,,MWH--12---,MTXT-12---,,MLST-12---,MENST12---,MCMCL12---,MCLC-12--L
1204,YED--2FX-L,YCPA-2AX-L,,MPREC12---,MODED12---,MFOOD12---,MENFP12---,MATPH12---
1205,,,MTDRF12---,MPREC12---,MMACS12---,MENR-12---,MCMPR11AI-,MCALC12---
1206,YED--2FX-L,,,MPREC12H--,,MENST12C--,MEC--12---,ACSC-2A---
1207,YLAW-2CX--,,,MPREC12H--,MLST-12---,MENST12---,MCMCL12---,MCLC-12--L
1208,YED--2DX-L,,MTDRF12---,MPREC12H--,MLST-12---,MENST12C--,MEC--12---,ACAL-12---
1209,,,,MPREC12---,MLTST12---,MIMCB12--L,,AELC-12---
1210,,YCPA-2AX-L,,MPREC12---,,MENT-12---,MDCF-12---,MACLV12G--
1211,,,,,MLFSC11---,MENR-12---,,MATPH12---
1212,YHRA-2AX--,,MTAUT12---,,,MFOM-11---,MENFP12---,MACLV12---
